CAP1,OS5,0
CAP1,OS3,0
CAP1,INT19,0
CAP1,OS1,0
CAP1,OS2,0
CAP1,OS6,0
CAP1,OS7,0
CAP1,CSS1,0
CAP1,OS4,0
CAP1,OS9,0
CAP1,OS8,0
CAP2,OS7,0
CAP2,OS5,0
CAP2,OS2,0
CAP2,INT19,0
CAP2,OS3,0
CAP2,INT33,0
CAP2,OS9,0
CAP2,OS6,0
CAP2,CSS2,0
CAP2,OS1,0
CAP2,INT12,0
CAP2,OS4,0
CAP2,OS8,0
CAP3,OS4,0
CAP3,OS9,0
CAP3,OS8,0
CAP3,OS7,0
CAP3,OS2,0
CAP3,OS1,0
CAP3,OS5,0
CAP3,CSS2,0
CAP3,OS6,0
CAP3,OS3,0
CAP4,CSS1,0
CAP4,OS6,0
CAP4,OS4,0
CAP4,OS8,0
CAP4,OS9,0
CAP4,OS5,0
CAP4,OS1,0
CAP4,OS3,0
CAP4,OS2,0
CAP4,OS7,0
CAP4,INT19,0
CAP5,OS2,0
CAP5,OS7,0
CAP5,OS8,0
CAP5,OS1,0
CAP5,OS9,0
CAP5,OS4,0
CAP5,OS5,0
CAP5,INT5,0
CAP5,OS6,0
CAP5,CSS2,0
CAP5,OS3,0
CAP6,OS6,0
CAP6,OS8,0
CAP6,INT19,0
CAP6,OS7,0
CAP6,OS4,0
CAP6,OS1,0
CAP6,OS9,0
CAP6,OS5,0
CAP6,OS3,0
CAP6,INT15,0
CAP6,OS2,0
CAP6,CSS2,0
CAP7,OS3,0
CAP7,OS8,0
CAP7,OS2,0
CAP7,OS6,0
CAP7,OS9,0
CAP7,OS1,0
CAP7,OS4,0
CAP7,OS7,0
CAP7,OS5,0
CAP8,OS5,0
CAP8,INT9,0
CAP8,OS4,0
CAP8,OS3,0
CAP8,OS2,0
CAP8,OS6,0
CAP8,OS9,0
CAP8,OS7,0
CAP8,CSS2,0
CAP8,OS1,0
CAP8,OS8,0
CAP7,INT16,0
CAP10,CSS2,0
CAP10,OS5,0
CAP10,OS4,0
CAP10,INT28,0
CAP10,OS9,0
CAP10,INT25,0
CAP10,INT32,0
CAP10,OS8,0
CAP10,INT23,0
CAP10,INT27,0
CAP10,OS1,0
CAP10,OS3,0
CAP10,INT15,0
CAP10,OS6,0
CAP10,OS7,0
CAP10,OS2,0
CAP11,INT6,0
CAP11,OS1,0
CAP11,OS9,0
CAP11,INT19,0
CAP11,OS4,0
CAP11,OS8,0
CAP11,INT15,0
CAP11,OS6,0
CAP11,INT31,0
CAP11,OS2,0
CAP11,OS3,0
CAP11,OS7,0
CAP11,OS5,0
CAP12,OS2,0
CAP12,OS7,0
CAP12,OS4,0
CAP12,OS5,0
CAP12,CSS1,0
CAP12,OS9,0
CAP12,OS3,0
CAP12,INT19,0
CAP12,OS6,0
CAP12,OS1,0
CAP12,OS8,0
CAP13,INT11,0
CAP13,OS6,0
CAP13,OS5,0
CAP13,OS2,0
CAP13,INT31,0
CAP13,INT1,0
CAP13,OS7,0
CAP13,INT12,0
CAP13,OS3,0
CAP13,INT2,0
CAP13,INT5,0
CAP13,OS4,0
CAP13,INT16,0
CAP13,CSS2,0
CAP13,OS1,0
CAP13,INT30,0
CAP13,INT15,0
CAP13,OS9,0
CAP13,INT13,0
CAP13,INT29,0
CAP13,OS8,0
CAP13,INT8,0
CAP14,OS1,0
CAP14,CSS2,0
CAP14,OS4,0
CAP14,OS9,0
CAP14,OS7,0
CAP14,OS2,0
CAP14,OS6,0
CAP14,OS8,0
CAP14,OS3,0
CAP14,OS5,0
CAP15,OS9,0
CAP15,OS8,0
CAP15,OS3,0
CAP15,OS4,0
CAP15,OS1,0
CAP15,OS7,0
CAP15,OS6,0
CAP15,OS5,0
CAP15,OS2,0
CAP16,OS2,0
CAP16,OS5,0
CAP16,OS8,0
CAP16,OS3,0
CAP16,OS7,0
CAP16,OS4,0
CAP16,OS9,0
CAP16,OS1,0
CAP16,OS6,0
CAP17,OS7,0
CAP17,OS6,0
CAP17,OS5,0
CAP17,OS3,0
CAP17,OS9,0
CAP17,OS2,0
CAP17,OS8,0
CAP17,OS1,0
CAP17,OS4,0
CAP18,OS1,0
CAP18,OS4,0
CAP18,OS2,0
CAP18,OS3,0
CAP18,OS8,0
CAP18,OS9,0
CAP18,INT19,0
CAP18,OS5,0
CAP18,CSS1,0
CAP18,OS6,0
CAP18,OS7,0
CAP19,OS1,0
CAP19,OS4,0
CAP19,INT12,0
CAP19,CSS2,0
CAP19,OS9,0
CAP19,OS7,0
CAP19,OS6,0
CAP19,OS8,0
CAP19,OS2,0
CAP19,OS3,0
CAP19,OS5,0
CAP1,CSS3,1
CAP2,CSS3,1
CAP3,CSS3,1
CAP4,CSS3,1
CAP5,CSS3,1
CAP6,CSS3,1
CAP7,CSS3,1
CAP8,CSS3,1
CAP10,CSS3,1
CAP11,CSS3,1
CAP12,CSS3,1
CAP13,CSS3,1
CAP14,CSS3,1
CAP15,CSS3,1
CAP16,CSS3,1
CAP17,CSS3,1
CAP18,CSS3,1
CAP19,CSS3,1
CAP1,CSS4,0
CAP2,CSS5,0
CAP3,CSS6,0
CAP4,CSS7,0
CAP5,CSS8,0
CAP6,CSS9,0
CAP7,CSS10,0
CAP8,CSS11,0
CAP10,CSS13,0
CAP11,CSS14,0
CAP12,CSS15,0
CAP13,CSS16,0
CAP14,CSS17,0
CAP15,CSS18,0
CAP16,CSS19,0
CAP17,CSS20,0
CAP18,CSS21,0
CAP19,CSS22,0
